BID,41,16055
BID,2,16056
ASK,62,16055
ASK,79,16054
ASK,18,16051
BID,64,16054
ASK,33,16054
BID,94,16021
BID,0,16002
ASK,48,16051
BID,64,16054
ASK,94,16054
BID,98,16054
BID,11,16000
BID,57,16055
BID,8,16029
BID,43,16056
BID,49,16035
ASK,33,16056
ASK,59,16092
ASK,39,16072
ASK,13,16097
BID,92,16056
ASK,41,16056
ASK,30,16056
BID,13,16056
BID,56,16011
BID,12,16030
BID,65,16057
ASK,91,16073
BID,96,16059
BID,3,16015
ASK,87,16059
BID,17,16059
BID,46,16029
ASK,28,16071
BID,32,16059
BID,89,16059
BID,10,16009
BID,50,16051
BID,94,16060
ASK,56,16081
ASK,22,16060
BID,13,16053
ASK,58,16059
BID,74,16060
ASK,24,16075
ASK,42,16060
ASK,5,16076
BID,16,16061
BID,41,16009
BID,38,16061
ASK,89,16061
BID,26,16061
BID,8,16029
ASK,19,16071
ASK,50,16082
BID,32,16061
ASK,31,16061
BID,50,16022
BID,87,16061
BID,98,16062
ASK,2,16062
BID,64,16027
ASK,39,16062
BID,40,16039
ASK,70,16066
ASK,15,16061
ASK,85,16061
BID,81,16061
BID,41,16047
ASK,38,16061
BID,76,16018
BID,65,16062
BID,13,16063
ASK,49,16083
ASK,34,16098
ASK,34,16062
ASK,82,16062
ASK,83,16061
BID,0,16061
ASK,63,16095
ASK,17,16060
BID,13,16049
BID,43,16019
ASK,11,16060
ASK,63,16057
ASK,40,16056
BID,51,16051
ASK,17,16060
ASK,20,16055
ASK,47,16058
ASK,97,16054
ASK,93,16062
ASK,85,16082
BID,95,16009
ASK,87,16053
ASK,33,16079
BID,56,16036
ASK,65,16072
BID,59,16031
ASK,67,16057
BID,92,16053
BID,54,16054
BID,33,16055
ASK,41,16055
BID,96,16055
BID,46,16056
BID,12,16057
BID,63,16057
BID,73,16037
BID,83,16006
BID,67,16010
BID,12,16032
ASK,92,16092
ASK,5,16056
BID,13,16043
BID,64,16057
BID,29,16058
ASK,42,16084
ASK,78,16095
ASK,47,16057
ASK,23,16094
BID,28,16023
ASK,34,16056
ASK,84,16055
ASK,42,16087
ASK,79,16055
BID,53,16010
ASK,66,16096
ASK,36,16054
BID,74,16054
ASK,28,16054
BID,90,16055
BID,51,16045
BID,10,16033
ASK,35,16055
BID,97,16055
BID,55,16051
BID,5,16044
ASK,30,16083
ASK,65,16055
ASK,7,16055
ASK,77,16054
ASK,35,16053
ASK,36,16051
ASK,59,16051
ASK,53,16097
BID,44,16051
ASK,18,16051
ASK,34,16051
ASK,99,16068
ASK,74,16051
ASK,32,16051
BID,5,16018
BID,68,16051
ASK,53,16051
ASK,49,16085
ASK,17,16052
BID,68,16049
ASK,37,16097
ASK,99,16058
BID,29,16052
BID,77,16053
ASK,75,16053
BID,57,16016
BID,4,16012
ASK,90,16052
BID,54,16010
BID,85,16052
BID,23,16053
ASK,70,16091
ASK,94,16086
BID,1,16053
BID,34,16003
BID,99,16054
ASK,79,16071
ASK,54,16054
ASK,77,16053
ASK,70,16052
ASK,82,16051
BID,16,16051
BID,70,16051
ASK,25,16051
ASK,25,16050
BID,54,16006
ASK,58,16050
BID,16,16050
BID,40,16021
ASK,18,16049
ASK,82,16049
ASK,86,16048
BID,25,16017
ASK,50,16093
ASK,95,16047
ASK,66,16063
ASK,40,16046
ASK,57,16045
BID,78,16002
ASK,22,16044
ASK,48,16057
ASK,61,16095
ASK,83,16043
ASK,8,16057
BID,51,16023
BID,42,16042
ASK,88,16042
BID,88,16001
ASK,52,16070
BID,56,16043
ASK,3,16043
ASK,11,16042
ASK,17,16099
BID,86,16008
BID,24,16043
ASK,65,16078
ASK,31,16093
BID,22,16044
ASK,61,16044
BID,59,16044
BID,78,16016
BID,82,16045
ASK,25,16078
ASK,40,16074
ASK,31,16087
BID,97,16017
BID,75,16013
ASK,63,16045
ASK,87,16055
ASK,52,16045
ASK,25,16087
BID,14,16045
ASK,7,16044
ASK,48,16071
ASK,95,16065
BID,63,16044
ASK,53,16078
BID,48,16031
ASK,99,16044
ASK,36,16055
ASK,14,16097
BID,92,16044
BID,88,16045
BID,69,16039
ASK,96,16045
BID,76,16045
ASK,6,16093
ASK,72,16066
ASK,82,16075
ASK,48,16094
BID,74,16046
BID,54,16047
BID,92,16048
ASK,17,16048
BID,49,16048
ASK,88,16054
ASK,11,16048
ASK,21,16048
ASK,60,16069
ASK,65,16048
ASK,53,16046
ASK,93,16093
BID,20,16046
BID,14,16048
ASK,83,16063
BID,59,16048
BID,0,16049
ASK,29,16077
ASK,61,16048
BID,84,16048
BID,33,16049
BID,75,16031
ASK,93,16049
ASK,35,16052
BID,12,16049
ASK,84,16048
BID,23,16012
BID,47,16048
ASK,11,16048
BID,41,16048
BID,80,16049
BID,92,16012
BID,93,16050
BID,36,16051
BID,20,16052
ASK,12,16051
ASK,76,16071
ASK,37,16078
ASK,22,16051
ASK,70,16070
ASK,47,16050
ASK,26,16070
BID,52,16051
BID,84,16036
BID,61,16004
BID,82,16052
ASK,82,16063
BID,58,16053
ASK,41,16052
BID,55,16047
ASK,37,16099
BID,68,16004
ASK,7,16055
BID,33,16041
BID,44,16010
BID,17,16032
BID,4,16052
BID,71,16052
BID,50,16053
ASK,70,16053
ASK,38,16056
BID,3,16004
ASK,85,16054
BID,65,16033
ASK,55,16061
BID,34,16053
BID,16,16044
BID,66,16001
BID,72,16023
ASK,63,16053
ASK,20,16089
BID,72,16050
BID,63,16053
ASK,70,16072
BID,82,16046
BID,54,16012
BID,66,16054
ASK,30,16098
ASK,82,16053
BID,93,16000
BID,27,16018
ASK,27,16052
BID,91,16040
ASK,78,16052
BID,13,16046
BID,2,16052
BID,0,16015
ASK,89,16051
ASK,23,16080
ASK,78,16083
ASK,53,16050
ASK,21,16061
ASK,32,16081
ASK,76,16093
BID,19,16051
ASK,48,16050
BID,16,16050
BID,40,16007
ASK,90,16050
BID,83,16019
BID,31,16027
ASK,6,16099
BID,41,16017
ASK,18,16087
ASK,48,16054
ASK,40,16049
BID,86,16049
BID,38,16004
ASK,36,16053
ASK,78,16051
BID,19,16050
ASK,60,16069
BID,61,16025
ASK,29,16085
BID,14,16050
ASK,58,16080
BID,87,16050
BID,62,16051
ASK,0,16050
ASK,5,16050
ASK,66,16055
BID,10,16051
BID,93,16051
BID,57,16038
BID,94,16052
BID,54,16053
ASK,11,16079
ASK,37,16054
BID,47,16053
BID,57,16023
ASK,16,16090
BID,28,16053
ASK,55,16099
ASK,30,16053
ASK,52,16099
BID,50,16009
BID,91,16044
ASK,81,16092
BID,88,16053
BID,0,16017
BID,59,16024
BID,82,16030
ASK,55,16053
ASK,50,16053
BID,40,16001
ASK,16,16064
BID,58,16052
BID,10,16053
ASK,28,16052
BID,21,16053
ASK,73,16052
BID,11,16052
BID,44,16022
ASK,67,16097
BID,20,16000
BID,69,16052
BID,86,16045
ASK,31,16087
ASK,32,16078
BID,44,16033
BID,28,16053
BID,61,16044
ASK,81,16085
ASK,51,16053
ASK,5,16052
BID,27,16045
ASK,82,16052
BID,6,16020
BID,63,16052
BID,96,16001
ASK,64,16064
BID,5,16030
BID,32,16053
BID,82,16045
ASK,44,16053
BID,68,16053
BID,42,16054
ASK,93,16074
ASK,99,16053
BID,32,16039
ASK,62,16096
ASK,19,16060
BID,99,16053
ASK,36,16053
ASK,73,16052
ASK,12,16051
BID,4,16052
ASK,61,16051
BID,89,16051
ASK,38,16051
BID,4,16051
BID,64,16052
BID,75,16053
BID,17,16054
ASK,14,16053
BID,11,16028
BID,26,16050
BID,69,16047
ASK,79,16053
BID,79,16053
BID,37,16003
ASK,98,16067
ASK,31,16053
ASK,71,16068
BID,25,16054
ASK,55,16053
BID,46,16053
BID,30,16054
ASK,38,16053
ASK,88,16083
ASK,61,16052
ASK,20,16051
BID,4,16052
BID,84,16052
ASK,17,16052
ASK,24,16052
ASK,86,16081
ASK,5,16068
BID,68,16053
ASK,29,16089
BID,47,16008
ASK,87,16053
ASK,92,16066
BID,11,16007
ASK,17,16052
BID,17,16053
BID,89,16053
BID,89,16025
BID,0,16009
BID,9,16009
ASK,98,16076
BID,84,16054
ASK,80,16054
ASK,34,16093
BID,59,16054
BID,80,16054
ASK,2,16054
BID,91,16055
BID,46,16011
ASK,0,16054
BID,70,16055
BID,71,16055
ASK,64,16055
BID,88,16055
ASK,17,16055
BID,48,16051
ASK,72,16055
BID,14,16055
ASK,74,16054
BID,7,16054
ASK,32,16053
BID,46,16009
BID,47,16029
BID,65,16054
ASK,96,16054
ASK,27,16061
ASK,86,16074
ASK,28,16061
ASK,15,16053
ASK,14,16053
BID,92,16040
BID,21,16054
BID,60,16000
BID,83,16006
BID,28,16054
BID,57,16055
BID,62,16056
BID,20,16056
ASK,57,16056
BID,95,16056
ASK,0,16087
BID,29,16057
BID,14,16003
ASK,5,16056
ASK,29,16056
BID,54,16057
BID,26,16058
ASK,99,16063
BID,56,16058
ASK,23,16057
ASK,82,16057
BID,58,16005
ASK,36,16056
BID,51,16015
ASK,51,16055
ASK,34,16054
ASK,7,16053
BID,84,16053
BID,81,16025
BID,59,16021
ASK,57,16053
ASK,91,16092
BID,77,16002
BID,18,16015
ASK,52,16053
ASK,26,16098
ASK,54,16083
ASK,59,16071
BID,59,16053
BID,37,16015
ASK,85,16078
BID,52,16047
ASK,96,16053
ASK,6,16052
ASK,14,16051
ASK,44,16087
ASK,19,16051
ASK,73,16059
ASK,72,16051
ASK,54,16064
ASK,24,16070
ASK,59,16060
BID,41,16051
BID,73,16043
ASK,49,16051
BID,56,16051
ASK,50,16057
ASK,37,16051
ASK,10,16052
BID,36,16043
ASK,34,16083
BID,37,16019
BID,82,16007
ASK,60,16062
BID,61,16037
ASK,76,16050
ASK,35,16087
ASK,86,16087
BID,97,16040
ASK,59,16085
ASK,10,16080
BID,9,16008
ASK,74,16049
BID,40,16049
ASK,49,16084
BID,15,16050
ASK,3,16049
ASK,4,16049
ASK,78,16063
BID,53,16050
BID,65,16051
ASK,75,16051
ASK,17,16056
BID,14,16051
ASK,47,16050
ASK,53,16049
BID,57,16026
ASK,94,16092
ASK,39,16048
ASK,58,16067
BID,13,16048
BID,49,16028
BID,98,16035
BID,55,16049
ASK,86,16066
BID,71,16050
BID,79,16047
ASK,99,16054
BID,45,16032
ASK,74,16097
ASK,54,16070
ASK,57,16050
ASK,83,16050
BID,43,16050
BID,43,16027
ASK,48,16050
ASK,48,16049
ASK,24,16069
ASK,24,16067
ASK,62,16071
ASK,6,16048
BID,63,16030
BID,82,16029
ASK,35,16067
BID,27,16049
ASK,56,16047
ASK,89,16047
ASK,29,16047
BID,62,16010
ASK,83,16098
BID,64,16020
BID,41,16049
ASK,11,16049
ASK,33,16049
ASK,96,16047
ASK,72,16073
ASK,61,16046
ASK,62,16083
ASK,70,16049
BID,48,16047
BID,22,16049
BID,52,16017
BID,24,16049
ASK,38,16047
ASK,86,16071
ASK,76,16059
ASK,85,16056
BID,81,16047
ASK,52,16051
BID,53,16047
ASK,62,16093
ASK,70,16062
ASK,91,16047
ASK,74,16047
ASK,79,16093
BID,47,16047
BID,73,16049
ASK,72,16049
ASK,22,16047
BID,70,16020
ASK,35,16046
BID,46,16015
ASK,7,16046
BID,2,16047
ASK,45,16056
ASK,6,16046
ASK,76,16046
ASK,41,16045
ASK,83,16045
ASK,28,16045
BID,20,16007
ASK,93,16067
ASK,45,16045
ASK,2,16081
ASK,51,16045
BID,86,16044
BID,80,16045
BID,18,16042
ASK,13,16045
BID,89,16046
BID,75,16047
ASK,81,16047
ASK,76,16079
BID,19,16047
BID,61,16024
BID,98,16049
ASK,80,16087
ASK,97,16095
ASK,60,16094
ASK,11,16049
BID,23,16050
BID,55,16013
BID,92,16050
BID,80,16019
BID,74,16051
BID,17,16052
BID,74,16053
BID,52,16046
ASK,95,16061
ASK,89,16053
BID,89,16024
BID,89,16011
ASK,91,16052
BID,95,16052
ASK,31,16073
BID,65,16053
BID,44,16002
ASK,56,16052
ASK,7,16054
ASK,95,16051
ASK,13,16050
BID,70,16051
BID,67,16051
ASK,9,16096
ASK,63,16090
ASK,53,16095
ASK,9,16070
ASK,99,16051
ASK,73,16095
BID,94,16005
BID,40,16051
ASK,61,16050
BID,7,16050
BID,25,16001
BID,17,16024
ASK,95,16049
BID,79,16049
BID,34,16050
ASK,51,16050
ASK,29,16049
ASK,48,16094
ASK,69,16049
BID,13,16019
ASK,18,16047
BID,37,16017
BID,59,16046
BID,27,16031
ASK,81,16098
ASK,38,16093
ASK,12,16077
BID,65,16012
ASK,23,16046
ASK,2,16046
BID,90,16047
ASK,4,16047
BID,77,16049
BID,54,16050
ASK,33,16050
ASK,30,16049
BID,6,16018
ASK,54,16061
ASK,43,16081
BID,36,16014
BID,38,16017
ASK,26,16092
BID,3,16026
ASK,14,16076
BID,93,16042
BID,95,16004
BID,29,16049
BID,20,16050
ASK,95,16049
ASK,32,16047
ASK,28,16047
ASK,45,16058
ASK,62,16069
BID,64,16049
ASK,7,16056
BID,46,16049
BID,46,16050
BID,18,16010
ASK,56,16062
ASK,21,16050
ASK,80,16062
BID,36,16051
ASK,59,16051
ASK,7,16050
ASK,85,16073
BID,29,16051
BID,63,16051
ASK,27,16051
ASK,50,16051
BID,22,16024
BID,50,16051
BID,49,16052
ASK,13,16052
ASK,81,16074
ASK,86,16051
BID,8,16001
ASK,21,16050
ASK,30,16049
ASK,74,16049
ASK,97,16047
ASK,7,16046
ASK,46,16080
BID,83,16047
BID,20,16047
ASK,61,16055
BID,1,16049
ASK,81,16094
BID,36,16049
BID,19,16003
BID,43,16049
BID,29,16050
BID,91,16051
ASK,88,16051
BID,71,16038
ASK,91,16082
ASK,24,16050
BID,64,16050
ASK,17,16050
BID,50,16037
ASK,46,16079
BID,55,16051
ASK,67,16074
BID,16,16051
ASK,3,16051
ASK,40,16051
ASK,91,16083
BID,50,16026
BID,10,16047
ASK,12,16068
BID,12,16051
ASK,53,16083
BID,49,16051
ASK,77,16059
ASK,82,16051
BID,6,16029
BID,78,16021
BID,27,16051
BID,44,16051
BID,15,16052
ASK,61,16052
BID,49,16052
BID,1,16000
BID,17,16019
BID,99,16052
BID,14,16014
ASK,39,16099
ASK,20,16052
ASK,38,16052
ASK,7,16087
ASK,57,16052
ASK,31,16051
BID,7,16008
BID,50,16051
BID,55,16052
BID,82,16053
BID,29,16054
ASK,25,16053
BID,57,16054
BID,30,16013
BID,99,16054
ASK,44,16054
ASK,45,16054
ASK,42,16099
ASK,37,16090
ASK,41,16085
BID,65,16054
BID,44,16055
ASK,87,16056
BID,17,16051
ASK,93,16054
ASK,75,16060
BID,12,16012
BID,56,16025
BID,81,16037
BID,16,16054
BID,62,16051
ASK,31,16072
ASK,12,16053
BID,85,16054
ASK,47,16092
ASK,46,16074
ASK,6,16095
BID,45,16020
BID,28,16044
ASK,38,16081
ASK,60,16054
ASK,22,16078
BID,48,16027
ASK,5,16053
ASK,78,16064
BID,30,16054
BID,21,16051
BID,64,16055
BID,28,16056
ASK,29,16055
BID,8,16054
BID,66,16048
BID,7,16042
BID,33,16056
BID,92,16056
ASK,46,16093
BID,12,16037
ASK,95,16055
BID,69,16054
ASK,16,16082
BID,95,16039
ASK,93,16054
ASK,42,16080
ASK,69,16053
BID,82,16053
BID,77,16054
ASK,64,16054
BID,89,16026
ASK,95,16054
BID,61,16054
BID,50,16010
BID,23,16054
BID,56,16040
ASK,82,16053
BID,36,16053
BID,7,16049
ASK,39,16091
BID,35,16005
BID,27,16053
BID,40,16054
BID,99,16042
ASK,10,16054
ASK,59,16054
BID,93,16054
BID,22,16025
BID,34,16055
ASK,7,16054
BID,78,16055
ASK,92,16055
BID,53,16007
ASK,6,16054
ASK,72,16060
ASK,77,16054
ASK,33,16053
BID,77,16016
BID,62,16008
BID,92,16053
BID,82,16007
ASK,88,16085
BID,48,16054
ASK,92,16091
ASK,2,16054
ASK,38,16090
ASK,17,16054
BID,88,16055
BID,85,16056
BID,80,16056
BID,25,16032
ASK,70,16056
ASK,9,16055
BID,50,16026
BID,1,16043
BID,32,16030
ASK,18,16069
BID,98,16014
BID,66,16035
BID,20,16010
BID,31,16056
ASK,86,16078
ASK,82,16067
ASK,35,16085
BID,3,16057
ASK,49,16056
ASK,86,16071
ASK,1,16087
ASK,0,16072
ASK,98,16055
ASK,82,16084
BID,24,16055
ASK,91,16053
ASK,93,16056
BID,90,16021
BID,70,16053
BID,25,16030
BID,95,16020
BID,89,16055
BID,12,16027
BID,82,16034
ASK,73,16055
BID,17,16054
BID,34,16055
ASK,55,16084
ASK,20,16054
BID,62,16031
ASK,57,16099
BID,27,16030
ASK,76,16053
ASK,65,16052
BID,93,16052
BID,51,16053
BID,8,16025
ASK,73,16053
BID,32,16053
ASK,7,16084
ASK,43,16052
BID,12,16053
BID,7,16041
ASK,8,16053
BID,81,16053
BID,71,16014
BID,72,16020
BID,27,16054
BID,52,16055
ASK,72,16055
BID,52,16025
ASK,49,16096
ASK,1,16060
BID,34,16047
BID,56,16055
ASK,99,16066
ASK,58,16089
BID,24,16056
BID,64,16056
ASK,2,16055
ASK,71,16055
ASK,19,16073
ASK,60,16054
BID,34,16054
BID,66,16021
ASK,74,16089
BID,32,16020
ASK,86,16069
BID,21,16025
ASK,19,16076
ASK,10,16053
BID,56,16010
ASK,19,16053
BID,79,16054
BID,82,16036
ASK,56,16054
ASK,90,16083
BID,79,16044
BID,9,16055
BID,12,16028
ASK,56,16054
ASK,46,16053
ASK,95,16053
ASK,91,16061
BID,8,16010
BID,68,16019
ASK,60,16052
BID,3,16052
BID,44,16037
BID,74,16000
ASK,94,16085
ASK,1,16051
ASK,70,16051
BID,36,16052
BID,71,16006
BID,39,16052
ASK,52,16052
BID,80,16008
ASK,89,16052
BID,90,16024
ASK,41,16051
ASK,28,16091
ASK,50,16079
BID,5,16023
BID,66,16030
BID,70,16015
BID,46,16052
BID,2,16052
BID,65,16052
ASK,17,16052
BID,63,16052
ASK,1,16079
ASK,90,16052
ASK,52,16051
ASK,38,16064
BID,51,16051
BID,28,16052
ASK,68,16051
ASK,84,16072
BID,61,16008
BID,91,16051
BID,86,16023
BID,40,16036
ASK,8,16075
BID,52,16052
ASK,58,16089
BID,96,16053
ASK,27,16053
ASK,38,16086
ASK,80,16052
BID,85,16010
ASK,80,16077
BID,40,16036
ASK,21,16051
BID,97,16052
ASK,40,16052
ASK,92,16052
ASK,35,16071
ASK,48,16051
ASK,14,16050
BID,15,16003
ASK,33,16069
BID,31,16015
BID,50,16049
BID,94,16034
ASK,22,16050
BID,77,16051
BID,36,16052
BID,49,16016
ASK,73,16051
BID,92,16037
ASK,95,16050
ASK,95,16078
ASK,66,16062
ASK,9,16091
ASK,77,16089
BID,24,16049
BID,56,16011
BID,0,16050
BID,48,16050
ASK,55,16092
ASK,22,16049
BID,31,16050
BID,66,16042
ASK,83,16049
ASK,49,16078
ASK,33,16048
BID,56,16049
ASK,64,16086
BID,36,16050
BID,71,16051
ASK,73,16051
BID,2,16051
BID,24,16017
BID,23,16014
ASK,87,16050
ASK,67,16092
ASK,39,16049
ASK,81,16049
BID,66,16049
BID,20,16049
ASK,23,16071
ASK,3,16049
BID,56,16050
BID,3,16050
BID,12,16036
ASK,81,16053
ASK,17,16050
ASK,63,16070
ASK,7,16049
ASK,63,16049
BID,27,16049
BID,31,16049
ASK,22,16048
ASK,20,16089
ASK,24,16048
ASK,56,16047
ASK,28,16047
ASK,79,16046
ASK,73,16090
BID,67,16024
ASK,70,16046
BID,43,16046
BID,27,16046
ASK,88,16046
BID,25,16010
BID,84,16039
ASK,52,16096
ASK,94,16079
BID,52,16023
ASK,2,16079
ASK,50,16048
BID,52,16014
ASK,26,16045
BID,79,16025
ASK,36,16045
BID,92,16013
BID,49,16021
BID,9,16045
ASK,43,16095
BID,66,16046
ASK,49,16051
ASK,45,16054
ASK,49,16086
BID,16,16008
BID,51,16028
ASK,35,16045
BID,62,16045
BID,13,16046
BID,58,16031
ASK,83,16061
ASK,62,16046
BID,1,16046
ASK,1,16077
ASK,97,16055
BID,67,16046
BID,24,16027
BID,12,16047
ASK,45,16046
BID,13,16037
ASK,31,16045
BID,73,16004
BID,46,16046
ASK,32,16046
ASK,24,16044
BID,71,16001
ASK,62,16084
BID,42,16045
BID,97,16034
BID,80,16046
ASK,76,16046
BID,64,16046
BID,54,16047
BID,24,16045
BID,33,16036
BID,20,16017
ASK,20,16047
BID,86,16021
ASK,48,16047
ASK,62,16046
BID,37,16046
ASK,96,16046
BID,89,16027
ASK,69,16065
BID,45,16046
BID,36,16013
BID,5,16038
ASK,93,16082
BID,26,16031
BID,2,16025
ASK,48,16062
ASK,86,16045
ASK,65,16089
ASK,65,16097
ASK,3,16061
BID,31,16002
BID,50,16045
ASK,73,16067
BID,10,16046
ASK,68,16057
ASK,83,16045
BID,67,16045
BID,95,16027
BID,79,16045
ASK,41,16045
BID,51,16046
ASK,37,16046
ASK,18,16045
ASK,11,16078
ASK,19,16061
ASK,24,16056
BID,35,16046
BID,80,16034
ASK,93,16087
ASK,40,16046
BID,73,16046
BID,60,16047
BID,85,16048
BID,1,16049
BID,6,16013
ASK,78,16085
BID,18,16036
BID,68,16049
ASK,39,16049
ASK,9,16049
BID,46,16050
BID,1,16051
ASK,39,16050
BID,46,16000
ASK,4,16061
ASK,37,16049
BID,33,16049
BID,98,16007
BID,72,16039
BID,5,16011
BID,6,16009
BID,37,16002
ASK,23,16070
ASK,64,16094
BID,13,16011
ASK,19,16088
BID,98,16027
ASK,82,16049
ASK,83,16048
ASK,34,16086
ASK,6,16085
BID,82,16048
BID,2,16014
BID,58,16049
ASK,54,16069
BID,80,16011
ASK,2,16048
BID,9,16015
BID,84,16023
ASK,80,16048
ASK,48,16051
BID,95,16048
BID,70,16035
BID,35,16032
BID,14,16004
ASK,90,16079
BID,32,16049
BID,84,16050
ASK,33,16050
ASK,22,16078
ASK,36,16050
ASK,58,16050
BID,65,16007
ASK,65,16051
BID,98,16050
BID,97,16051
BID,79,16010
ASK,90,16050
ASK,11,16050
ASK,39,16049
ASK,86,16048
ASK,96,16049
ASK,33,16077
BID,30,16048
BID,60,16048
ASK,6,16066
ASK,72,16093
ASK,79,16070
ASK,56,16048
ASK,33,16047
ASK,84,16091
ASK,50,16047
ASK,29,16046
ASK,10,16047
BID,46,16047
ASK,89,16046
BID,81,16040
ASK,83,16099
ASK,6,16052
BID,67,16016
BID,0,16046
BID,50,16046
ASK,63,16054
ASK,11,16047
ASK,57,16078
ASK,49,16090
ASK,10,16045
BID,18,16046
ASK,71,16070
ASK,20,16046
BID,57,16046
ASK,85,16046
BID,45,16022
ASK,88,16045
ASK,36,16067
ASK,87,16049
ASK,31,16092
BID,53,16005
ASK,54,16058
ASK,48,16044
ASK,53,16044
BID,32,16045
BID,43,16045
ASK,60,16045
ASK,82,16079
ASK,91,16096
ASK,82,16044
ASK,12,16044
BID,78,16045
BID,38,16033
ASK,33,16069
BID,78,16046
BID,34,16015
BID,78,16047
BID,36,16048
BID,39,16000
BID,73,16028
BID,62,16049
BID,71,16049
BID,49,16049
BID,0,16048
BID,83,16044
BID,25,16009
BID,15,16049
BID,91,16049
ASK,40,16097
BID,67,16011
BID,95,16034
BID,43,16050
ASK,94,16049
BID,98,16049
BID,51,16031
BID,36,16050
BID,53,16018
BID,67,16049
BID,99,16051
ASK,11,16068
ASK,90,16054
BID,1,16052
BID,83,16052
ASK,13,16052
BID,78,16053
BID,34,16014
ASK,89,16073
BID,71,16053
BID,20,16038
ASK,61,16065
BID,78,16054
ASK,86,16053
BID,14,16050
ASK,47,16052
BID,71,16016
ASK,72,16060
BID,61,16052
ASK,83,16059
BID,31,16053
ASK,65,16080
BID,23,16005
ASK,92,16064
BID,60,16053
BID,80,16007
ASK,47,16053
ASK,74,16053
ASK,78,16052
ASK,38,16051
ASK,68,16050
ASK,23,16049
ASK,8,16058
BID,0,16029
BID,22,16009
ASK,93,16049
BID,50,16021
BID,13,16040
BID,7,16050
ASK,43,16055
BID,56,16050
ASK,95,16050
ASK,2,16049
BID,68,16007
BID,25,16050
ASK,80,16076
ASK,51,16092
BID,16,16006
BID,0,16012
ASK,10,16049
BID,2,16044
ASK,43,16049
BID,29,16006
ASK,47,16048
ASK,81,16065
BID,29,16048
ASK,31,16047
ASK,42,16078
BID,65,16049
BID,75,16050
ASK,35,16050
BID,10,16007
BID,37,16000
BID,8,16029
ASK,17,16076
BID,17,16029
BID,24,16028
ASK,92,16050
BID,42,16034
ASK,31,16049
BID,57,16050
ASK,54,16049
ASK,2,16065
BID,74,16049
ASK,81,16053
ASK,38,16097
BID,20,16031
BID,86,16023
ASK,7,16095
ASK,17,16049
ASK,28,16052
BID,13,16050
ASK,75,16049
BID,36,16042
BID,66,16015
ASK,72,16053
BID,38,16049
BID,61,16007
ASK,0,16055
ASK,57,16047
ASK,87,16046
ASK,85,16045
